,ID,Name,Generation,Type 1,Type 2,Attack,Defense,Stamina,Max CP,Max HP,Height (m),Weight (kg),Base Capture Rate (%),Base Flee Rate (%),Distance to Candy (km),Image URL,Summary,About,Is Legendary
415,387,turtwig,4,Grass,,119,110,146,1187,127,0.4,10.2,20.0,10.0,3,https://images.gameinfo.io/pokemon/256/387-00.png,"Turtwig is a Grass Pokémon. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Turtwig's strongest moveset is Razor Leaf & Seed Bomb and it has a Max CP of 1,187. Turtwig evolves into Grotle.","It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",False
416,388,grotle,4,Grass,,157,143,181,1890,154,1.1,97.0,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/388-00.png,"Grotle is a Grass Pokémon which evolves from Turtwig. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Grotle's strongest moveset is Razor Leaf & Solar Beam and it has a Max CP of 1,890. Grotle evolves into Torterra.",It knows where pure water wells up. It carries fellow Pokémon there on its back.,False
417,389,torterra,4,Grass,Ground,202,188,216,2934,182,2.2,310.0,5.0,5.0,3,https://images.gameinfo.io/pokemon/256/389-00.png,"Torterra is a Grass & Ground Pokémon which evolves from Grotle. It is vulnerable to Ice, Fire, Flying and Bug moves. Torterra's strongest moveset is Razor Leaf & Frenzy Plant and it has a Max CP of 2,934.",Small Pokémon occasionally gather on its unmoving back to begin building their nests.,False
418,390,chimchar,4,Fire,,113,86,127,957,112,0.5,6.2,20.0,10.0,3,https://images.gameinfo.io/pokemon/256/390-00.png,"Chimchar is a Fire Pokémon. It is vulnerable to Ground, Rock and Water moves. Chimchar's strongest moveset is Ember & Flamethrower and it has a Max CP of 957. Chimchar evolves into Monferno.",The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,False
419,391,monferno,4,Fire,Fighting,158,105,162,1574,139,0.9,22.0,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/391-00.png,"Monferno is a Fire & Fighting Pokémon which evolves from Chimchar. It is vulnerable to Flying, Ground, Psychic and Water moves. Monferno's strongest moveset is Ember & Flamethrower and it has a Max CP of 1,574. Monferno evolves into Infernape.",It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,False
420,392,infernape,4,Fire,Fighting,222,151,183,2683,156,1.2,55.0,5.0,5.0,3,https://images.gameinfo.io/pokemon/256/392-00.png,"Infernape is a Fire & Fighting Pokémon which evolves from Monferno. It is vulnerable to Flying, Ground, Psychic and Water moves. Infernape's strongest moveset is Fire Spin & Blast Burn and it has a Max CP of 2,683.",It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,False
421,393,piplup,4,Water,,112,102,142,1075,124,0.4,5.2,20.0,10.0,3,https://images.gameinfo.io/pokemon/256/393-00.png,"Piplup is a Water Pokémon. It is vulnerable to Grass and Electric moves. Piplup's strongest moveset is Bubble & Bubble Beam and it has a Max CP of 1,075. Piplup evolves into Prinplup.","Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.",False
422,394,prinplup,4,Water,,150,139,162,1701,139,0.8,23.0,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/394-00.png,"Prinplup is a Water Pokémon which evolves from Piplup. It is vulnerable to Grass and Electric moves. Prinplup's strongest moveset is Bubble & Hydro Pump and it has a Max CP of 1,701. Prinplup evolves into Empoleon.",It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,False
423,395,empoleon,4,Water,Steel,210,186,197,2900,167,1.7,84.5,5.0,5.0,3,https://images.gameinfo.io/pokemon/256/395-00.png,"Empoleon is a Water & Steel Pokémon which evolves from Prinplup. It is vulnerable to Fighting, Ground and Electric moves. Empoleon's strongest moveset is Metal Claw & Hydro Cannon and it has a Max CP of 2,900.",The three horns that extend from its beak attest to its power. The leader has the biggest horns.,False
424,396,starly,4,Normal,Flying,101,58,120,719,106,0.3,2.0,50.0,20.0,1,https://images.gameinfo.io/pokemon/256/396-00.png,"Starly is a Normal & Flying Pokémon. It is vulnerable to Ice, Rock and Electric moves. Starly's strongest moveset is Quick Attack & Brave Bird and it has a Max CP of 719. Starly evolves into Staravia.","They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",False
425,397,staravia,4,Normal,Flying,142,94,146,1299,127,0.6,15.5,25.0,9.0,1,https://images.gameinfo.io/pokemon/256/397-00.png,"Staravia is a Normal & Flying Pokémon which evolves from Starly. It is vulnerable to Ice, Rock and Electric moves. Staravia's strongest moveset is Quick Attack & Brave Bird and it has a Max CP of 1,299. Staravia evolves into Staraptor.",It lives in forests and fields. Squabbles over territory occur when flocks collide.,False
426,398,staraptor,4,Normal,Flying,234,140,198,2825,168,1.2,24.9,12.5,6.0,1,https://images.gameinfo.io/pokemon/256/398-00.png,"Staraptor is a Normal & Flying Pokémon which evolves from Staravia. It is vulnerable to Ice, Rock and Electric moves. Staraptor's strongest moveset is Quick Attack & Brave Bird and it has a Max CP of 2,825.","When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",False
427,399,bidoof,4,Normal,,80,73,153,721,132,0.5,20.0,50.0,20.0,1,https://images.gameinfo.io/pokemon/256/399-00.png,Bidoof is a Normal Pokémon. It is vulnerable to Fighting moves. Bidoof's strongest moveset is Tackle & Hyper Fang and it has a Max CP of 721. Bidoof evolves into Bibarel.,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,False
428,400,bibarel,4,Normal,Water,162,119,188,1823,160,1.0,31.5,20.0,7.0,1,https://images.gameinfo.io/pokemon/256/400-00.png,"Bibarel is a Normal & Water Pokémon which evolves from Bidoof. It is vulnerable to Fighting, Electric and Grass moves. Bibarel's strongest moveset is Water Gun & Hyper Beam and it has a Max CP of 1,823.",It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,False
429,401,kricketot,4,Bug,,45,74,114,401,101,0.3,2.2,50.0,20.0,1,https://images.gameinfo.io/pokemon/256/401-00.png,"Kricketot is a Bug Pokémon. It is vulnerable to Fire, Flying and Rock moves. Kricketot's strongest moveset is Bug Bite & Struggle and it has a Max CP of 401. Kricketot evolves into Kricketune.","When its antennae hit each other, it sounds like the music of a xylophone.",False
430,402,kricketune,4,Bug,,160,100,184,1653,157,1.0,25.5,20.0,7.0,1,https://images.gameinfo.io/pokemon/256/402-00.png,"Kricketune is a Bug Pokémon which evolves from Kricketot. It is vulnerable to Fire, Flying and Rock moves. Kricketune's strongest moveset is Fury Cutter & Bug Buzz and it has a Max CP of 1,653.",It signals its emotions with its melodies. Scientists are studying these melodic patterns.,False
431,403,shinx,4,Electric,,117,64,128,876,113,0.5,9.5,50.0,10.0,5,https://images.gameinfo.io/pokemon/256/403-00.png,Shinx is an Electric Pokémon. It is vulnerable to Ground moves. Shinx's strongest moveset is Spark & Thunderbolt and it has a Max CP of 876. Shinx evolves into Luxio.,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,False
432,404,luxio,4,Electric,,159,95,155,1486,134,0.9,30.5,25.0,7.0,5,https://images.gameinfo.io/pokemon/256/404-00.png,"Luxio is an Electric Pokémon which evolves from Shinx. It is vulnerable to Ground moves. Luxio's strongest moveset is Spark & Wild Charge and it has a Max CP of 1,486. Luxio evolves into Luxray.",Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,False
433,405,luxray,4,Electric,,232,156,190,2888,162,1.4,42.0,12.5,5.0,5,https://images.gameinfo.io/pokemon/256/405-00.png,"Luxray is an Electric Pokémon which evolves from Luxio. It is vulnerable to Ground moves. Luxray's strongest moveset is Snarl & Wild Charge and it has a Max CP of 2,888.",Luxray's ability to see through objects comes in handy when it's scouting for danger.,False
434,408,cranidos,4,Rock,,218,71,167,1820,143,0.9,31.5,50.0,10.0,5,https://images.gameinfo.io/pokemon/256/408-00.png,"Cranidos is a Rock Pokémon. It is vulnerable to Steel, Ground, Fighting, Water and Grass moves. Cranidos's strongest moveset is Zen Headbutt & Ancient Power and it has a Max CP of 1,820. Cranidos evolves into Rampardos.","Its hard skull is its distinguishing feature. It snapped trees by headbutting them, and then it fed on their ripe berries.",False
435,409,rampardos,4,Rock,,295,109,219,3298,184,1.6,102.5,20.0,6.0,5,https://images.gameinfo.io/pokemon/256/409-00.png,"Rampardos is a Rock Pokémon which evolves from Cranidos. It is vulnerable to Steel, Ground, Fighting, Water and Grass moves. Rampardos's strongest moveset is Smack Down & Rock Slide and it has a Max CP of 3,298.","This ancient Pokémon used headbutts skillfully. Its brain was really small, so some theories suggest that its stupidity led to its extinction.",False
436,410,shieldon,4,Rock,Steel,76,195,102,890,92,0.5,57.0,50.0,10.0,5,https://images.gameinfo.io/pokemon/256/410-00.png,"Shieldon is a Rock & Steel Pokémon. It is vulnerable to Ground, Fighting and Water moves. Shieldon's strongest moveset is Iron Tail & Heavy Slam and it has a Max CP of 890. Shieldon evolves into Bastiodon.","Although its fossils can be found in layers of primeval rock, nothing but its face has ever been discovered.",False
437,411,bastiodon,4,Rock,Steel,94,286,155,1539,134,1.3,149.5,20.0,6.0,5,https://images.gameinfo.io/pokemon/256/411-00.png,"Bastiodon is a Rock & Steel Pokémon which evolves from Shieldon. It is vulnerable to Ground, Fighting and Water moves. Bastiodon's strongest moveset is Iron Tail & Stone Edge and it has a Max CP of 1,539.",This Pokémon is from roughly 100 million years ago. Its terrifyingly tough face is harder than steel.,False
438,412,burmy,4,Bug,,53,83,120,488,106,0.2,3.4,50.0,20.0,1,https://images.gameinfo.io/pokemon/256/412-11.png,"Burmy (Plant) is a Bug Pokémon. It is vulnerable to Fire, Flying and Rock moves. Burmy's strongest moveset is Bug Bite & Struggle and it has a Max CP of 488. Burmy (Plant) evolves into Wormadam (Plant).","If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",False
439,413,wormadam,4,Bug,Grass,141,180,155,1773,134,0.5,6.5,15.0,7.0,1,https://images.gameinfo.io/pokemon/256/413-11.png,"Wormadam (Plant) is a Bug & Grass Pokémon which evolves from Burmy. It is vulnerable to Fire, Flying, Poison, Rock, Bug and Ice moves. Wormadam's strongest moveset is Bug Bite & Bug Buzz and it has a Max CP of 1,773.","When Burmy evolved, its cloak became a part of this Pokémon's body. The cloak is never shed.",False
440,412,burmy,4,Bug,,53,83,120,488,106,0.2,3.4,50.0,20.0,1,https://images.gameinfo.io/pokemon/256/412-11.png,"Burmy (Plant) is a Bug Pokémon. It is vulnerable to Fire, Flying and Rock moves. Burmy's strongest moveset is Bug Bite & Struggle and it has a Max CP of 488. Burmy (Plant) evolves into Wormadam (Plant).","If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",False
441,413,wormadam,4,Bug,Grass,141,180,155,1773,134,0.5,6.5,15.0,7.0,1,https://images.gameinfo.io/pokemon/256/413-11.png,"Wormadam (Plant) is a Bug & Grass Pokémon which evolves from Burmy. It is vulnerable to Fire, Flying, Poison, Rock, Bug and Ice moves. Wormadam's strongest moveset is Bug Bite & Bug Buzz and it has a Max CP of 1,773.","When Burmy evolved, its cloak became a part of this Pokémon's body. The cloak is never shed.",False
442,415,combee,4,Bug,Flying,59,83,102,494,92,0.3,5.5,15.0,7.0,3,https://images.gameinfo.io/pokemon/256/415-00.png,"Combee is a Bug & Flying Pokémon. It is vulnerable to Rock, Fire, Flying, Ice and Electric moves. Combee's strongest moveset is Bug Bite & Bug Buzz and it has a Max CP of 494. Combee evolves into Vespiquen.","It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",False
443,416,vespiquen,4,Bug,Flying,149,190,172,2005,147,1.2,38.5,15.0,7.0,3,https://images.gameinfo.io/pokemon/256/416-00.png,"Vespiquen is a Bug & Flying Pokémon which evolves from Combee. It is vulnerable to Rock, Fire, Flying, Ice and Electric moves. Vespiquen's strongest moveset is Bug Bite & Bug Buzz and it has a Max CP of 2,005.",Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,False
444,417,pachirisu,4,Electric,,94,172,155,1213,134,0.4,3.9,30.0,9.0,5,https://images.gameinfo.io/pokemon/256/417-00.png,"Pachirisu is an Electric Pokémon. It is vulnerable to Ground moves. Pachirisu's strongest moveset is Volt Switch & Thunderbolt and it has a Max CP of 1,213.",A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,False
445,418,buizel,4,Water,,132,67,146,1054,127,0.7,29.5,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/418-00.png,"Buizel is a Water Pokémon. It is vulnerable to Grass and Electric moves. Buizel's strongest moveset is Water Gun & Water Pulse and it has a Max CP of 1,054. Buizel evolves into Floatzel.",It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,False
446,419,floatzel,4,Water,,221,114,198,2443,168,1.1,33.5,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/419-00.png,"Floatzel is a Water Pokémon which evolves from Buizel. It is vulnerable to Grass and Electric moves. Floatzel's strongest moveset is Waterfall & Hydro Pump and it has a Max CP of 2,443.",Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,False
447,420,cherubi,4,Grass,,108,92,128,950,113,0.4,3.3,50.0,9.0,1,https://images.gameinfo.io/pokemon/256/420-00.png,"Cherubi is a Grass Pokémon. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Cherubi's strongest moveset is Bullet Seed & Power Whip and it has a Max CP of 950. Cherubi evolves into Cherrim (Overcast), Cherrim (Sunny).",It evolves by sucking the energy out of the small ball where it had been storing nutrients.,False
448,421,cherrim,4,Grass,,170,153,172,2048,147,0.5,9.3,10.0,7.0,1,https://images.gameinfo.io/pokemon/256/421-11.png,"Cherrim (Overcast) is a Grass Pokémon which evolves from Cherubi. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Cherrim's strongest moveset is Razor Leaf & Solar Beam and it has a Max CP of 2,048.","If it senses strong sunlight, it opens its folded petals to absorb the sun's rays with its whole body.",False
449,422,shellos,4,Water,,103,105,183,1136,156,0.3,6.3,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/422-11.png,"Shellos (West Sea) is a Water Pokémon. It is vulnerable to Grass and Electric moves. Shellos's strongest moveset is Mud-Slap & Water Pulse and it has a Max CP of 1,136. Shellos (West Sea) evolves into Gastrodon (West Sea).","When it senses danger, a purple liquid oozes out of it. The liquid is thought to be something like greasy sweat.",False
